Protein Group,Protein ID,Accession,-10lgP,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
78,44,tr|R5UE03|R5UE03_9BACE,371.37,57,44,11,Carbamidomethylation; Oxidation (M),100274,Pyruvate phosphate dikinase OS=Bacteroides sp. CAG:702 GN=BN759_01582 PE=4 SV=1
534,574,tr|R6YYM3|R6YYM3_9BACE,301.81,33,28,4,Carbamidomethylation,119824,Carbamoyl-phosphate synthase (glutamine-hydrolyzing) OS=Bacteroides sp. CAG:714 GN=BN762_01370 PE=3 SV=1
517,669,tr|S0F4C5|S0F4C5_9BACE,301.75,28,30,1,,142588,DNA-directed RNA polymerase subunit beta OS=Bacteroides coprophilus DSM 18228 = JCM 13818 GN=rpoB PE=3 SV=1
599,62,tr|R6ZPG8|R6ZPG8_9BACE,301.64,51,28,3,Carbamidomethylation,78984,Methylmalonyl-CoA mutase OS=Bacteroides sp. CAG:714 GN=BN762_02438 PE=4 SV=1
485,666,tr|U6RG07|U6RG07_9BACE,300.58,29,30,1,,142427,DNA-directed RNA polymerase subunit beta OS=Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 GN=rpoB PE=3 SV=1
669,765,tr|R6Y7X5|R6Y7X5_9BACE,299.40,42,42,4,Carbamidomethylation; Oxidation (M),137006,Phosphoribosylformylglycinamidine synthase OS=Bacteroides sp. CAG:714 GN=purL PE=3 SV=1
359,641,tr|A0A0M0MVS3|A0A0M0MVS3_9BACT,299.02,30,28,1,Carbamidomethylation; Oxidation (M),129803,Pyruvate-flavodoxin oxidoreductase OS=Prevotella sp. 109 GN=ACU52_13185 PE=3 SV=1
234,537,tr|W4PPE1|W4PPE1_9BACE,299.00,39,22,1,Carbamidomethylation; Oxidation (M),73622,Succinate dehydrogenase flavoprotein subunit OS=Bacteroides pyogenes JCM 10003 GN=JCM10003_1102 PE=4 SV=1
747,2635,tr|R5UPJ6|R5UPJ6_9BACE,298.81,39,16,2,Carbamidomethylation; Oxidation (M),57204,L-arabinose isomerase OS=Bacteroides sp. CAG:702 GN=araA PE=3 SV=1
37,2692,tr|A0A069QIK2|A0A069QIK2_PRELO,298.71,51,17,1,Carbamidomethylation; Oxidation (M),43750,Elongation factor Tu OS=Prevotella loescheii DSM 19665 = JCM 12249 = ATCC 15930 GN=tuf PE=3 SV=1
37,2693,tr|C9PTS6|C9PTS6_9BACT,298.71,51,17,1,Carbamidomethylation; Oxidation (M),43750,Elongation factor Tu OS=Prevotella sp. oral taxon 472 str. F0295 GN=tuf PE=3 SV=1
605,3706,tr|B3JGK2|B3JGK2_9BACE,298.59,80,14,1,Carbamidomethylation; Oxidation (M),25202,Uncharacterized protein OS=Bacteroides coprocola DSM 17136 GN=BACCOP_01004 PE=4 SV=1
605,3707,tr|R6CDG2|R6CDG2_9BACE,298.59,80,14,1,Carbamidomethylation; Oxidation (M),25202,Uncharacterized protein OS=Bacteroides coprocola CAG:162 GN=BN509_01066 PE=4 SV=1
103,1979,tr|R7CYX8|R7CYX8_9BACE,297.96,64,19,2,Carbamidomethylation; Oxidation (M),35982,Glyceraldehyde-3-phosphate dehydrogenase OS=Bacteroides sp. CAG:462 GN=BN666_02031 PE=3 SV=1
279,834,tr|B5CMC8|B5CMC8_9FIRM,297.65,35,27,1,Carbamidomethylation; Oxidation (M),96264,Pyruvate  phosphate dikinase OS=Ruminococcus lactaris ATCC 29176 GN=ppdK PE=4 SV=1
279,835,tr|V8C4V4|V8C4V4_9FIRM,297.65,35,27,1,Carbamidomethylation; Oxidation (M),96264,Pyruvate  phosphate dikinase OS=Ruminococcus lactaris CC59_002D GN=HMPREF1202_01508 PE=4 SV=1
350,677,tr|I8YDQ1|I8YDQ1_9BACE,297.47,29,21,1,Carbamidomethylation; Oxidation (M),99473,Pyruvate  phosphate dikinase OS=Bacteroides salyersiae CL02T12C01 GN=HMPREF1071_03203 PE=4 SV=1
350,678,tr|A0A173TK92|A0A173TK92_9BACE,297.47,29,21,1,Carbamidomethylation; Oxidation (M),99473,Pyruvate phosphate dikinase OS=Bacteroides salyersiae GN=ppdK PE=4 SV=1
350,679,tr|R5JTH5|R5JTH5_9BACE,297.47,29,21,1,Carbamidomethylation; Oxidation (M),99473,Pyruvate phosphate dikinase OS=Bacteroides sp. CAG:189 GN=BN523_00367 PE=4 SV=1
319,53,tr|B5CTR4|B5CTR4_BACPM,296.96,48,23,1,Carbamidomethylation; Oxidation (M),77796,Elongation factor G OS=Bacteroides plebeius (strain DSM 17135 / JCM 12973 / M2) GN=fusA PE=3 SV=1
373,46,tr|B3JKA1|B3JKA1_9BACE,296.41,57,21,1,Carbamidomethylation; Oxidation (M); Acetylation (Protein N-term),59202,Phosphoenolpyruvate carboxykinase [ATP] OS=Bacteroides coprocola DSM 17136 GN=pckA PE=3 SV=1
177,2729,tr|A0A174ZKB3|A0A174ZKB3_9FIRM,296.26,51,15,1,Carbamidomethylation; Oxidation (M),43936,Elongation factor Tu OS=[Ruminococcus] torques GN=tufA PE=3 SV=1
865,1907,tr|R6CL77|R6CL77_9BACE,295.62,22,16,1,Carbamidomethylation,98141,Alpha-glucan phosphorylase OS=Bacteroides sp. CAG:530 GN=BN697_02548 PE=3 SV=1
562,388,tr|R7PB33|R7PB33_9BACT,294.80,22,25,1,Carbamidomethylation; Oxidation (M),158469,DNA-directed RNA polymerase subunit beta' OS=Prevotella sp. CAG:617 GN=rpoC PE=3 SV=1
437,1402,tr|R6HRZ9|R6HRZ9_9FIRM,294.06,51,16,14,Carbamidomethylation; Oxidation (M),55072,Methylmalonyl-CoA carboxyltransferase 12S subunit OS=Phascolarctobacterium sp. CAG:266 GN=BN574_00319 PE=4 SV=1
575,851,tr|R7D0B5|R7D0B5_9BACE,293.76,27,28,2,,142310,DNA-directed RNA polymerase subunit beta OS=Bacteroides sp. CAG:462 GN=rpoB PE=3 SV=1
233,3351,tr|A5KQI4|A5KQI4_9FIRM,293.33,42,13,2,Carbamidomethylation; Oxidation (M),43956,Elongation factor Tu OS=Ruminococcus torques ATCC 27756 GN=tuf PE=3 SV=1
828,446,tr|R5CDC2|R5CDC2_9BACT,293.21,49,21,3,Carbamidomethylation; Oxidation (M),60834,Hydrolyase tartrate beta subunit/fumarate domain protein Fe-S type OS=Prevotella sp. CAG:1058 GN=BN458_01450 PE=4 SV=1
61,2307,tr|A0A069S0N4|A0A069S0N4_9PORP,293.14,57,19,1,Carbamidomethylation; Oxidation (M),40656,Elongation factor Tu OS=Parabacteroides distasonis str. 3776 Po2 i GN=tuf PE=4 SV=1
742,702,tr|A0A174ZTR6|A0A174ZTR6_9FIRM,293.06,25,21,1,Carbamidomethylation,129011,Pyruvate-flavodoxin oxidoreductase OS=[Ruminococcus] torques GN=porA PE=3 SV=1
742,703,tr|D4M3D1|D4M3D1_9FIRM,293.06,25,21,1,Carbamidomethylation,129069,Pyruvate-flavodoxin oxidoreductase OS=Ruminococcus torques L2-14 GN=RTO_10590 PE=3 SV=1
742,704,tr|A0A174YPN0|A0A174YPN0_9FIRM,293.06,25,21,1,Carbamidomethylation,129025,Pyruvate-flavodoxin oxidoreductase OS=[Ruminococcus] torques GN=porA PE=3 SV=1
742,705,tr|R6P5K6|R6P5K6_9FIRM,293.06,25,21,1,Carbamidomethylation,129025,Pyruvate-flavodoxin oxidoreductase OS=Ruminococcus sp. CAG:55 GN=BN703_01490 PE=3 SV=1
742,706,tr|A0A174YGF9|A0A174YGF9_9FIRM,293.06,25,21,1,Carbamidomethylation,129010,Pyruvate-flavodoxin oxidoreductase OS=[Ruminococcus] torques GN=porA PE=3 SV=1
282,409,tr|D0TJL9|D0TJL9_9BACE,292.96,55,23,1,Carbamidomethylation; Oxidation (M),58960,Phosphoenolpyruvate carboxykinase [ATP] OS=Bacteroides sp. 2_1_33B GN=pckA PE=3 SV=1
282,410,tr|E1Z1A7|E1Z1A7_9PORP,292.96,55,23,1,Carbamidomethylation; Oxidation (M),58960,Phosphoenolpyruvate carboxykinase [ATP] OS=Parabacteroides sp. 20_3 GN=pckA PE=3 SV=1
282,411,tr|D7IX29|D7IX29_9BACE,292.96,55,23,1,Carbamidomethylation; Oxidation (M),58960,Phosphoenolpyruvate carboxykinase [ATP] OS=Bacteroides sp. 3_1_19 GN=pckA PE=3 SV=1
282,412,tr|A0A0J9DAZ5|A0A0J9DAZ5_9PORP,292.96,55,23,1,Carbamidomethylation; Oxidation (M),58960,Phosphoenolpyruvate carboxykinase [ATP] OS=Parabacteroides sp. D26 GN=pckA PE=3 SV=1
282,413,tr|A0A069RX51|A0A069RX51_9PORP,292.96,55,23,1,Carbamidomethylation; Oxidation (M),58960,Phosphoenolpyruvate carboxykinase [ATP] OS=Parabacteroides distasonis str. 3776 Po2 i GN=pckA PE=3 SV=1
282,414,tr|K6APN2|K6APN2_9PORP,292.96,55,23,1,Carbamidomethylation; Oxidation (M),58960,Phosphoenolpyruvate carboxykinase [ATP] OS=Parabacteroides sp. D25 GN=pckA PE=3 SV=1
282,415,tr|A0A174VKV7|A0A174VKV7_9PORP,292.96,55,23,1,Carbamidomethylation; Oxidation (M),58960,Phosphoenolpyruvate carboxykinase [ATP] OS=Parabacteroides distasonis GN=pckA PE=3 SV=1
282,416,tr|A0A078TDU2|A0A078TDU2_9PORP,292.96,55,23,1,Carbamidomethylation; Oxidation (M),58960,Phosphoenolpyruvate carboxykinase [ATP] OS=Parabacteroides distasonis str. 3999B T(B) 4 GN=pckA PE=3 SV=1
282,417,tr|K6A553|K6A553_9PORP,292.96,55,23,1,Carbamidomethylation; Oxidation (M),58960,Phosphoenolpyruvate carboxykinase [ATP] OS=Parabacteroides distasonis CL03T12C09 GN=pckA PE=3 SV=1
282,418,tr|C7XFG9|C7XFG9_9PORP,292.96,55,23,1,Carbamidomethylation; Oxidation (M),58960,Phosphoenolpyruvate carboxykinase [ATP] OS=Parabacteroides sp. D13 GN=pckA PE=3 SV=1
282,419,tr|K6ANR0|K6ANR0_9PORP,292.96,55,23,1,Carbamidomethylation; Oxidation (M),58960,Phosphoenolpyruvate carboxykinase [ATP] OS=Parabacteroides distasonis CL09T03C24 GN=pckA PE=3 SV=1
282,420,tr|R6IIL6|R6IIL6_9PORP,292.96,55,23,1,Carbamidomethylation; Oxidation (M),58960,Phosphoenolpyruvate carboxykinase [ATP] OS=Parabacteroides sp. CAG:2 GN=pckA PE=3 SV=1
282,421,sp|A6LFQ4|PCKA_PARD8,292.96,55,23,1,Carbamidomethylation; Oxidation (M),58960,Phosphoenolpyruvate carboxykinase [ATP] OS=Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152) GN=pckA PE=3 SV=1
913,715,tr|R5TMJ3|R5TMJ3_9FIRM,292.95,24,20,1,Carbamidomethylation,128442,Pyruvate-flavodoxin oxidoreductase OS=Ruminococcus gnavus CAG:126 GN=BN481_02143 PE=3 SV=1
913,716,tr|V8BV29|V8BV29_RUMGN,292.95,24,20,1,Carbamidomethylation,128442,Pyruvate-flavodoxin oxidoreductase OS=Ruminococcus gnavus CC55_001C GN=HMPREF1201_01100 PE=3 SV=1
913,717,tr|A0A173YY52|A0A173YY52_RUMGN,292.95,24,20,1,Carbamidomethylation,128445,Pyruvate-flavodoxin oxidoreductase OS=Ruminococcus gnavus GN=porA PE=3 SV=1
913,718,tr|A7B798|A7B798_RUMGN,292.95,24,20,1,Carbamidomethylation,130779,Pyruvate-flavodoxin oxidoreductase OS=Ruminococcus gnavus ATCC 29149 GN=nifJ PE=3 SV=1
765,803,tr|F0R1P3|F0R1P3_BACSH,291.79,38,36,3,Carbamidomethylation; Oxidation (M),137160,Phosphoribosylformylglycinamidine synthase OS=Bacteroides salanitronis (strain DSM 18170 / JCM 13567 / BL78) GN=purL PE=3 SV=1
603,1330,tr|R5V7U9|R5V7U9_9BACE,291.77,48,18,2,Carbamidomethylation; Oxidation (M),57037,L-arabinose isomerase OS=Bacteroides plebeius CAG:211 GN=araA PE=3 SV=1
603,1331,tr|B5CZP5|B5CZP5_BACPM,291.77,48,18,2,Carbamidomethylation; Oxidation (M),57067,L-arabinose isomerase OS=Bacteroides plebeius (strain DSM 17135 / JCM 12973 / M2) GN=araA PE=3 SV=1
457,727,tr|F0R092|F0R092_BACSH,291.42,60,25,1,Carbamidomethylation; Oxidation (M),49171,Glutamate dehydrogenase OS=Bacteroides salanitronis (strain DSM 18170 / JCM 13567 / BL78) GN=Bacsa_1653 PE=3 SV=1
457,728,tr|R5UH36|R5UH36_9BACE,291.42,60,25,1,Carbamidomethylation; Oxidation (M),49171,Glutamate dehydrogenase OS=Bacteroides sp. CAG:702 GN=BN759_02618 PE=3 SV=1
395,19,tr|R6YPH2|R6YPH2_9BACE,291.27,67,29,10,Carbamidomethylation,64347,Phosphoglucomutase/phosphomannomutase alpha/beta/alpha domain II OS=Bacteroides sp. CAG:714 GN=BN762_01030 PE=3 SV=1
413,3844,tr|C6JHV9|C6JHV9_FUSVA,291.01,44,13,2,Carbamidomethylation; Oxidation (M),43266,Elongation factor Tu OS=Fusobacterium varium ATCC 27725 GN=tuf PE=3 SV=1
474,1123,tr|R6FKY1|R6FKY1_9BACE,290.96,45,20,2,Carbamidomethylation; Oxidation (M),57403,L-arabinose isomerase OS=Bacteroides sp. CAG:633 GN=araA PE=3 SV=1
600,985,tr|F0R392|F0R392_BACSH,289.41,39,19,1,Carbamidomethylation; Oxidation (M),72598,Transketolase OS=Bacteroides salanitronis (strain DSM 18170 / JCM 13567 / BL78) GN=Bacsa_0909 PE=3 SV=1
688,123,tr|R5S6V5|R5S6V5_9BACE,289.12,38,26,2,Carbamidomethylation,107295,DNA-directed RNA polymerase subunit beta OS=Bacteroides sp. CAG:661 GN=BN750_01185 PE=4 SV=1
851,207,tr|R6YCW5|R6YCW5_9BACE,288.18,37,30,13,Oxidation (M),118942,Uncharacterized protein OS=Bacteroides sp. CAG:714 GN=BN762_01920 PE=4 SV=1
655,30,tr|R6YJ59|R6YJ59_9BACE,288.09,64,23,6,Carbamidomethylation,59622,Pyrophosphate--fructose 6-phosphate 1-phosphotransferase OS=Bacteroides sp. CAG:714 GN=pfp PE=3 SV=1
370,1071,tr|R7MP79|R7MP79_9FIRM,287.01,32,27,2,Carbamidomethylation; Oxidation (M),99509,Pyruvate phosphate dikinase OS=Ruminococcus sp. CAG:624 GN=BN739_01345 PE=4 SV=1
678,63,tr|R6CX13|R6CX13_9BACE,286.62,49,23,1,Carbamidomethylation; Oxidation (M),58063,60 kDa chaperonin OS=Bacteroides sp. CAG:530 GN=groL PE=3 SV=1
374,4352,tr|R7AIQ5|R7AIQ5_9BACE,286.40,40,15,6,Carbamidomethylation,44069,Elongation factor Tu OS=Bacteroides pectinophilus CAG:437 GN=tuf PE=3 SV=1
326,1529,tr|R7JMP7|R7JMP7_9PORP,286.27,35,20,4,Carbamidomethylation; Oxidation (M),72412,Fumarate reductase flavoprotein subunit OS=Parabacteroides sp. CAG:409 GN=BN646_00221 PE=4 SV=1
606,453,tr|R5UJY5|R5UJY5_9BACE,286.04,48,25,2,Carbamidomethylation; Oxidation (M),57923,60 kDa chaperonin OS=Bacteroides sp. CAG:702 GN=groL PE=3 SV=1
334,853,tr|C6JA85|C6JA85_9FIRM,286.04,28,25,1,Carbamidomethylation; Oxidation (M),96253,Pyruvate  phosphate dikinase OS=Ruminococcus sp. 5_1_39BFAA GN=RSAG_00335 PE=4 SV=1
62,3028,tr|R7F0K3|R7F0K3_9BACT,285.27,45,15,2,Carbamidomethylation; Oxidation (M),43570,Elongation factor Tu OS=Prevotella sp. CAG:485 GN=tuf PE=3 SV=1
639,438,tr|R6YNP3|R6YNP3_9BACE,283.79,49,23,1,Carbamidomethylation; Oxidation (M),58193,60 kDa chaperonin OS=Bacteroides sp. CAG:714 GN=groL PE=3 SV=1
652,454,tr|R5SV78|R5SV78_9BACE,283.13,47,23,2,Carbamidomethylation; Oxidation (M),68578,Chaperone protein DnaK OS=Bacteroides sp. CAG:661 GN=dnaK PE=2 SV=1
444,841,tr|U2DK32|U2DK32_9BACE,282.00,31,24,2,Carbamidomethylation; Oxidation (M),99782,Pyruvate  phosphate dikinase OS=Bacteroides pyogenes F0041 GN=HMPREF1981_02819 PE=4 SV=1
633,3705,tr|R5C5H1|R5C5H1_9BACE,281.72,82,14,1,Carbamidomethylation; Oxidation (M),25172,Uncharacterized protein OS=Bacteroides sp. CAG:598 GN=BN727_00220 PE=4 SV=1
364,1373,tr|D4L5B7|D4L5B7_9FIRM,281.42,28,24,2,Carbamidomethylation; Oxidation (M),96361,Pyruvate  phosphate dikinase OS=Ruminococcus bromii L2-63 GN=RBR_04040 PE=4 SV=1
1012,69,tr|R7J6T0|R7J6T0_9PORP,281.25,46,24,4,Carbamidomethylation,78372,Methylmalonyl-CoA mutase OS=Parabacteroides sp. CAG:409 GN=BN646_00843 PE=4 SV=1
214,846,tr|R7NTG8|R7NTG8_9BACE,280.95,28,23,1,Carbamidomethylation; Oxidation (M),101781,Pyruvate phosphate dikinase OS=Bacteroides sp. CAG:98 GN=BN821_01143 PE=4 SV=1
874,1042,tr|R9HU36|R9HU36_BACUN,280.73,56,19,1,Carbamidomethylation,44949,Phosphoglycerate kinase OS=Bacteroides uniformis dnLKV2 GN=pgk PE=3 SV=1
874,1043,tr|I9U5T8|I9U5T8_BACUN,280.73,56,19,1,Carbamidomethylation,44949,Phosphoglycerate kinase OS=Bacteroides uniformis CL03T12C37 GN=pgk PE=3 SV=1
874,1044,tr|E5VAB7|E5VAB7_9BACE,280.73,56,19,1,Carbamidomethylation,44949,Phosphoglycerate kinase OS=Bacteroides sp. 4_1_36 GN=pgk PE=3 SV=1
874,1045,tr|A0A078S1W3|A0A078S1W3_BACUN,280.73,56,19,1,Carbamidomethylation,44949,Phosphoglycerate kinase OS=Bacteroides uniformis str. 3978 T3 ii GN=pgk PE=3 SV=1
874,1046,tr|A0A139K568|A0A139K568_BACUN,280.73,56,19,1,Carbamidomethylation,44982,Phosphoglycerate kinase OS=Bacteroides uniformis GN=pgk PE=3 SV=1
874,1047,tr|A0A174B1R5|A0A174B1R5_BACUN,280.73,56,19,1,Carbamidomethylation,44949,Phosphoglycerate kinase OS=Bacteroides uniformis GN=pgk PE=3 SV=1
874,1048,tr|D2ESI2|D2ESI2_9BACE,280.73,56,19,1,Carbamidomethylation,44949,Phosphoglycerate kinase OS=Bacteroides sp. D20 GN=pgk PE=3 SV=1
874,1049,tr|A7V0Y9|A7V0Y9_BACUC,280.73,56,19,1,Carbamidomethylation,44949,Phosphoglycerate kinase OS=Bacteroides uniformis (strain ATCC 8492 / DSM 6597 / CIP 103695 / JCM 5828 / NCTC 13054 / VPI 0061) GN=pgk PE=3 SV=1
574,456,tr|R5TVP2|R5TVP2_9BACE,279.97,47,22,2,Carbamidomethylation; Oxidation (M),68137,Chaperone protein DnaK OS=Bacteroides sp. CAG:702 GN=dnaK PE=2 SV=1
574,457,tr|F0QZP2|F0QZP2_BACSH,279.97,47,22,2,Carbamidomethylation; Oxidation (M),68137,Chaperone protein DnaK OS=Bacteroides salanitronis (strain DSM 18170 / JCM 13567 / BL78) GN=dnaK PE=2 SV=1
1045,620,tr|R6FK91|R6FK91_9BACE,279.60,34,28,13,,117925,TonB-dependent Receptor Plug domain-containing protein OS=Bacteroides sp. CAG:633 GN=BN744_00702 PE=4 SV=1
568,512,tr|B3JN09|B3JN09_9BACE,278.56,38,21,1,Carbamidomethylation; Oxidation (M),80697,Translation elongation factor G OS=Bacteroides coprocola DSM 17136 GN=BACCOP_03316 PE=4 SV=1
568,513,tr|R6C5H3|R6C5H3_9BACE,278.56,38,21,1,Carbamidomethylation; Oxidation (M),80697,Translation elongation factor G OS=Bacteroides coprocola CAG:162 GN=BN509_01781 PE=4 SV=1
527,1523,tr|R5CPM9|R5CPM9_9BACT,278.50,43,18,1,Carbamidomethylation; Oxidation (M),59695,Phosphoenolpyruvate carboxykinase [ATP] OS=Prevotella sp. CAG:255 GN=pckA PE=3 SV=1
527,1524,tr|A0A0M0MY54|A0A0M0MY54_9BACT,278.50,43,18,1,Carbamidomethylation; Oxidation (M),59709,Phosphoenolpyruvate carboxykinase [ATP] OS=Prevotella sp. 109 GN=pckA PE=3 SV=1
1014,844,tr|R5ULC9|R5ULC9_9BACE,278.16,35,27,22,,118175,SusC/RagA family TonB-linked outer membrane protein OS=Bacteroides sp. CAG:702 GN=BN759_00115 PE=3 SV=1
420,3248,tr|F9EL03|F9EL03_FUSNU,277.78,45,14,1,Carbamidomethylation; Oxidation (M),43505,Elongation factor Tu OS=Fusobacterium nucleatum subsp. animalis ATCC 51191 GN=ef1a PE=3 SV=1
837,476,tr|B3C5T4|B3C5T4_9BACE,277.76,38,19,1,Carbamidomethylation,78898,Methylmalonyl-CoA mutase OS=Bacteroides intestinalis DSM 17393 GN=BACINT_00267 PE=4 SV=1
698,433,tr|R5MIX2|R5MIX2_9BACE,277.55,51,24,1,Carbamidomethylation; Oxidation (M),58207,60 kDa chaperonin OS=Bacteroides sp. CAG:1076 GN=groL PE=3 SV=1
698,436,tr|R6NPB8|R6NPB8_9BACE,277.55,51,24,1,Carbamidomethylation; Oxidation (M),58191,60 kDa chaperonin OS=Bacteroides sp. CAG:443 GN=groL PE=3 SV=1
219,2991,tr|A8S8B8|A8S8B8_9FIRM,277.54,51,13,1,Carbamidomethylation; Oxidation (M),36903,Glyceraldehyde-3-phosphate dehydrogenase OS=Faecalibacterium prausnitzii M21/2 GN=gap PE=3 SV=1
512,3046,tr|R7PFA2|R7PFA2_9BACT,277.09,34,16,1,Carbamidomethylation; Oxidation (M),59071,Phosphoenolpyruvate carboxykinase [ATP] OS=Prevotella sp. CAG:617 GN=pckA PE=3 SV=1
591,2234,tr|R6XXN8|R6XXN8_9FIRM,276.89,52,16,7,Carbamidomethylation,43434,Elongation factor Tu OS=Phascolarctobacterium succinatutens CAG:287 GN=tuf PE=3 SV=1
591,2235,tr|E8LCW5|E8LCW5_9FIRM,276.89,52,16,7,Carbamidomethylation,43434,Elongation factor Tu OS=Phascolarctobacterium succinatutens YIT 12067 GN=tuf PE=3 SV=1
657,2653,tr|F0R3U4|F0R3U4_BACSH,276.78,60,15,2,Carbamidomethylation; Oxidation (M),35945,Uncharacterized protein OS=Bacteroides salanitronis (strain DSM 18170 / JCM 13567 / BL78) GN=Bacsa_0015 PE=4 SV=1
223,2083,tr|R6M6J3|R6M6J3_9FIRM,276.67,56,15,1,Carbamidomethylation; Oxidation (M),43409,Elongation factor Tu OS=Megamonas funiformis CAG:377 GN=tuf PE=3 SV=1
573,1025,tr|D5ESE6|D5ESE6_PRER2,276.36,22,19,1,Carbamidomethylation; Oxidation (M),131270,Pyruvate-flavodoxin oxidoreductase OS=Prevotella ruminicola (strain ATCC 19189 / JCM 8958 / 23) GN=nifJ PE=3 SV=1
544,459,tr|R6Y9G7|R6Y9G7_9BACE,276.26,48,28,3,Carbamidomethylation,80098,Polyribonucleotide nucleotidyltransferase OS=Bacteroides sp. CAG:714 GN=pnp PE=3 SV=1
493,1158,tr|F3ZNK4|F3ZNK4_9BACE,275.17,20,19,2,Carbamidomethylation,130404,Pyruvate-flavodoxin oxidoreductase OS=Bacteroides coprosuis DSM 18011 GN=Bcop_2386 PE=3 SV=1
375,496,tr|R9H3G7|R9H3G7_BACVU,275.00,42,21,1,Carbamidomethylation; Oxidation (M),77456,Elongation factor G OS=Bacteroides vulgatus dnLKV7 GN=fusA PE=3 SV=1
375,497,tr|I9U9D8|I9U9D8_BACVU,275.00,42,21,1,Carbamidomethylation; Oxidation (M),77456,Elongation factor G OS=Bacteroides vulgatus CL09T03C04 GN=fusA PE=3 SV=1
375,498,tr|R9IBQ3|R9IBQ3_9BACE,275.00,42,21,1,Carbamidomethylation; Oxidation (M),77431,Elongation factor G OS=Bacteroides massiliensis dnLKV3 GN=fusA PE=3 SV=1
375,499,tr|A0A0P0LKV8|A0A0P0LKV8_BACVU,275.00,42,21,1,Carbamidomethylation; Oxidation (M),77456,Elongation factor G OS=Bacteroides vulgatus GN=fusA PE=3 SV=1
375,500,tr|D4VB77|D4VB77_BACVU,275.00,42,21,1,Carbamidomethylation; Oxidation (M),77456,Elongation factor G OS=Bacteroides vulgatus PC510 GN=fusA PE=3 SV=1
375,501,tr|E5UPM5|E5UPM5_9BACE,275.00,42,21,1,Carbamidomethylation; Oxidation (M),77456,Elongation factor G OS=Bacteroides sp. 3_1_40A GN=fusA PE=3 SV=1
375,502,tr|C6Z0K4|C6Z0K4_9BACE,275.00,42,21,1,Carbamidomethylation; Oxidation (M),77456,Elongation factor G OS=Bacteroides sp. 4_3_47FAA GN=fusA PE=3 SV=1
375,503,sp|A6KYJ7|EFG_BACV8,275.00,42,21,1,Carbamidomethylation; Oxidation (M),77456,Elongation factor G OS=Bacteroides vulgatus (strain ATCC 8482 / DSM 1447 / JCM 5826 / NBRC 14291 / NCTC 11154) GN=fusA PE=3 SV=1
375,504,tr|A0A078QXR7|A0A078QXR7_BACVU,275.00,42,21,1,Carbamidomethylation; Oxidation (M),77456,Elongation factor G OS=Bacteroides vulgatus str. 3775 SL(B) 10 (iv) GN=fusA PE=3 SV=1
375,505,tr|A0A069SIQ1|A0A069SIQ1_BACVU,275.00,42,21,1,Carbamidomethylation; Oxidation (M),77456,Elongation factor G OS=Bacteroides vulgatus str. 3975 RP4 GN=fusA PE=3 SV=1
1691,407,tr|R6CAV1|R6CAV1_9BACE,274.71,53,19,19,Carbamidomethylation,61301,SusD family protein OS=Bacteroides coprocola CAG:162 GN=BN509_01208 PE=4 SV=1
619,3441,tr|R5SPG0|R5SPG0_9BACE,274.47,55,14,1,Carbamidomethylation; Oxidation (M),36708,Fructose-1 6-bisphosphate aldolase class II OS=Bacteroides sp. CAG:661 GN=BN750_00032 PE=3 SV=1
245,1189,tr|R5GL10|R5GL10_9BACT,274.14,65,19,2,Carbamidomethylation; Oxidation (M),36022,Glyceraldehyde-3-phosphate dehydrogenase OS=Prevotella sp. CAG:755 GN=BN773_00501 PE=3 SV=1
980,1403,tr|R5C5A6|R5C5A6_9BACE,273.82,40,15,1,Carbamidomethylation,63846,Phosphoglucomutase/phosphomannomutase alpha/beta/alpha domain II OS=Bacteroides sp. CAG:598 GN=BN727_00095 PE=3 SV=1
215,2105,tr|H3K8E9|H3K8E9_9FIRM,273.69,56,15,1,Carbamidomethylation; Oxidation (M),43395,Elongation factor Tu OS=Megamonas funiformis YIT 11815 GN=tuf PE=3 SV=1
360,1036,tr|R5F2G9|R5F2G9_9BACE,273.41,70,20,2,Carbamidomethylation; Oxidation (M),36001,Glyceraldehyde-3-phosphate dehydrogenase OS=Bacteroides sp. CAG:20 GN=BN530_02071 PE=3 SV=1
648,795,tr|A0A173R206|A0A173R206_9FIRM,273.37,41,24,1,Carbamidomethylation; Oxidation (M),78550,Elongation factor G OS=Faecalibacterium prausnitzii GN=fusA_1 PE=3 SV=1
648,800,tr|A0A173WZZ3|A0A173WZZ3_9FIRM,273.37,41,24,1,Carbamidomethylation; Oxidation (M),78481,Elongation factor G OS=Faecalibacterium prausnitzii GN=fusA_1 PE=3 SV=1
700,1254,tr|B6WXE7|B6WXE7_9DELT,273.11,34,20,3,Carbamidomethylation; Oxidation (M),74125,Adenylylsulfate reductase  alpha subunit OS=Desulfovibrio piger ATCC 29098 GN=aprA PE=4 SV=1
80,3914,tr|F9DAM5|F9DAM5_9BACT,273.03,37,14,1,Carbamidomethylation,44008,Elongation factor Tu OS=Prevotella nigrescens ATCC 33563 GN=ef1a PE=3 SV=1
80,3915,tr|F9DK09|F9DK09_9BACT,273.03,37,14,1,Carbamidomethylation,44009,Elongation factor Tu OS=Prevotella pallens ATCC 700821 GN=ef1a PE=3 SV=1
