Protein Group,Protein ID,Accession,Significance,Coverage (%),#Peptides,#Unique,PTM,A1 Area,A2 Area,A3 Area,1 Area,B1 Area,B2 Area,Sample Profile (Ratio),A Area,B Area,Group Profile (Ratio),Avg. Mass,Description
2378,18573,tr|R6HQ37|R6HQ37_9FIRM,4.47,10,3,1,Oxidation (M),8.95E6,1.08E7,1.31E7,1.17E7,2.7E7,2.71E7,0.83:1.00:1.22:1.08:2.51:2.52,1.09E7,2.19E7,1.00:2.00,44985,Uncharacterized protein OS=Phascolarctobacterium sp. CAG:266 GN=BN574_01426 PE=4 SV=1
4161,13580,tr|R7DA64|R7DA64_9FIRM,4.46,12,5,1,Carbamidomethylation,0,0,1.37E5,8.12E5,0,1.85E6,0:0:1.00:5.94:0:13.52,4.55E4,8.86E5,1.00:19.46,53233,Asparagine--tRNA ligase OS=Ruminococcus obeum CAG:39 GN=asnS PE=3 SV=1
5353,18389,tr|C3WG03|C3WG03_FUSMR,4.46,13,3,2,,0,0,5.43E4,9.59E5,8.87E5,8.4E5,0:0:1.00:17.66:16.33:15.46,1.81E4,8.95E5,1.00:49.45,27899,30S ribosomal protein S2 OS=Fusobacterium mortiferum ATCC 9817 GN=rpsB PE=3 SV=1
3529,10783,tr|R7C1A1|R7C1A1_9BURK,4.45,7,5,1,,0,0,2.3E5,4.26E5,3.39E5,1.49E6,0:0:1.00:1.85:1.47:6.48,7.67E4,7.52E5,1.00:9.80,77706,Elongation factor G OS=Sutterella sp. CAG:397 GN=fusA PE=3 SV=1
497,633,tr|C3WDB8|C3WDB8_FUSMR,4.39,34,32,15,Carbamidomethylation,4.03E6,6.35E6,5.09E6,1.32E7,9.44E6,7.52E6,0.64:1.00:0.80:2.07:1.49:1.18,5.3E6,1E7,1.00:1.90,131008,Pyruvate-flavodoxin oxidoreductase OS=Fusobacterium mortiferum ATCC 9817 GN=nifJ PE=3 SV=1
156,3804,tr|R5FW80|R5FW80_9FIRM,4.39,39,14,4,Carbamidomethylation; Oxidation (M),8.89E5,4.38E6,1.05E6,5.31E6,6.17E6,4.49E6,0.20:1.00:0.24:1.21:1.41:1.02,2.11E6,5.32E6,1.00:2.52,44144,Elongation factor Tu OS=Faecalibacterium sp. CAG:1138 GN=tuf PE=3 SV=1
6128,26148,tr|R6A6U3|R6A6U3_9BACT,4.38,6,2,1,Carbamidomethylation,0,0,1.33E6,3.11E6,2.83E6,1.96E6,0:0:1.00:2.34:2.13:1.48,4.43E5,2.63E6,1.00:5.94,35993,Elongation factor Ts OS=Prevotella sp. CAG:5226 GN=tsf PE=3 SV=1
6459,22639,tr|R7GVI7|R7GVI7_9FIRM,4.37,5,2,2,Carbamidomethylation,0,1.3E6,1.23E6,0,0,0,0:1.00:0.95:0:0:0,8.42E5,0,1.00:0,72009,CoB-CoM heterodisulfide reductase subunit A OS=Ruminococcus sp. CAG:90 GN=BN807_00014 PE=4 SV=1
5994,22403,tr|R6HRU5|R6HRU5_9FIRM,4.37,4,1,1,,1.52E6,1.17E6,0,8.62E4,0,6.1E5,1.30:1.00:0:0.07:0:0.52,8.96E5,2.32E5,1.00:0.26,46130,Enolase OS=Phascolarctobacterium sp. CAG:266 GN=eno PE=3 SV=1
6363,18369,tr|R6ZNP6|R6ZNP6_9BACE,4.33,9,3,2,,0,0,0,1.51E6,1.87E5,3.47E5,0:0:0:1.00:0.12:0.23,0,6.81E5,0:1.00,50871,Citrate synthase OS=Bacteroides sp. CAG:714 GN=BN762_02220 PE=3 SV=1
5547,14911,tr|R5KJF3|R5KJF3_9BACT,4.31,18,5,3,,2.25E5,3.24E5,3.05E5,1.79E6,5.61E5,4.05E5,0.69:1.00:0.94:5.52:1.73:1.25,2.85E5,9.18E5,1.00:3.23,39375,Uncharacterized protein OS=Prevotella sp. CAG:1124 GN=BN467_01923 PE=4 SV=1
1373,2680,tr|B6WV97|B6WV97_9DELT,4.28,33,14,2,Carbamidomethylation,1E6,1.06E6,3.95E5,0,3.18E5,0,0.95:1.00:0.37:0:0.30:0,8.18E5,1.06E5,1.00:0.13,54649,ATP synthase subunit alpha OS=Desulfovibrio piger ATCC 29098 GN=atpA PE=3 SV=1
2220,11967,tr|R6HG82|R6HG82_9FIRM,4.26,63,7,7,Carbamidomethylation,5.18E6,9E6,4.78E6,1.04E7,6.78E6,1.93E7,0.58:1.00:0.53:1.16:0.75:2.14,5.98E6,1.22E7,1.00:2.03,14644,Methylmalonyl-CoA epimerase OS=Phascolarctobacterium sp. CAG:266 GN=BN574_00318 PE=4 SV=1
2294,3304,tr|S0FC52|S0FC52_9BACE,4.25,32,11,1,Carbamidomethylation,0,0,0,1.78E6,0,0,0:0:0:1.00:0:0,0,5.92E5,0:1.00,55896,Carboxyl transferase domain protein OS=Bacteroides coprophilus DSM 18228 = JCM 13818 GN=BACCOPRO_02974 PE=4 SV=1
5518,13586,tr|R6ZTR2|R6ZTR2_9BACE,4.24,7,4,4,Carbamidomethylation,3.62E5,8.07E5,5.47E5,1.71E6,1.58E6,1.85E6,0.45:1.00:0.68:2.12:1.95:2.30,5.72E5,1.71E6,1.00:2.99,96358,F5/8 type C domain protein OS=Bacteroides sp. CAG:714 GN=BN762_00102 PE=4 SV=1
5928,16521,tr|R6YTU1|R6YTU1_9BACE,4.22,12,4,3,,1.71E6,2.96E6,0,2.93E6,6.11E6,2.66E6,0.58:1.00:0:0.99:2.07:0.90,2E6,3.62E6,1.00:1.81,50331,Uncharacterized protein OS=Bacteroides sp. CAG:714 GN=BN762_02129 PE=3 SV=1
5706,15766,tr|R5UD43|R5UD43_9BACE,4.18,46,4,2,,0,0,6.54E5,2.23E6,9.03E5,7.64E5,0:0:1.00:3.40:1.38:1.17,2.18E5,1.3E6,1.00:5.95,10588,30S ribosomal protein S15 OS=Bacteroides sp. CAG:702 GN=rpsO PE=3 SV=1
2692,7548,tr|R7A2J9|R7A2J9_9BACE,4.17,14,8,1,Carbamidomethylation,0,0,0,1.17E6,0,0,0:0:0:1.00:0:0,0,3.9E5,0:1.00,74792,Glucosamine-6-phosphate deaminase OS=Bacteroides sp. CAG:875 GN=BN800_00997 PE=3 SV=1
304,65,tr|R5S444|R5S444_9BACE,4.16,46,28,1,Carbamidomethylation; Oxidation (M),0,2.98E4,0,1.14E6,0,0,0:1.00:0:38.25:0:0,9.93E3,3.8E5,1.00:38.25,92688,Pyruvate ferredoxin/flavodoxin oxidoreductase OS=Bacteroides sp. CAG:661 GN=BN750_02149 PE=4 SV=1
5320,26467,tr|A7B519|A7B519_RUMGN,4.15,18,3,2,,2.77E6,2.09E6,3.37E6,1.58E6,1.39E6,0,1.33:1.00:1.62:0.76:0.67:0,2.74E6,1.28E6,1.00:0.47,13920,30S ribosomal protein S11 OS=Ruminococcus gnavus ATCC 29149 GN=rpsK PE=3 SV=1
411,52,tr|R5TWB8|R5TWB8_9BACE,4.14,56,25,6,Carbamidomethylation; Oxidation (M),1.62E6,4.72E6,4.05E6,6.39E6,7.55E6,7.63E6,0.34:1.00:0.86:1.35:1.60:1.62,3.3E6,7.19E6,1.00:2.18,72648,Transketolase OS=Bacteroides sp. CAG:702 GN=BN759_02228 PE=3 SV=1
1129,437,tr|R5TWT4|R5TWT4_9BACE,4.12,47,22,2,Carbamidomethylation; Acetylation (Protein N-term),0,0,0,0,1.02E6,3.52E5,0:0:0:0:1.00:0.34,0,4.58E5,0:1.00,65798,Phosphoglucomutase/phosphomannomutase alpha/beta/alpha domain I OS=Bacteroides sp. CAG:702 GN=BN759_02395 PE=3 SV=1
1752,8417,sp|A6KXL2|TPIS_BACV8,4.11,49,9,1,Carbamidomethylation,0,0,0,1.68E5,0,1.66E6,0:0:0:1.00:0:9.90,0,6.1E5,0:1.00,26874,Triosephosphate isomerase OS=Bacteroides vulgatus (strain ATCC 8482 / DSM 1447 / JCM 5826 / NBRC 14291 / NCTC 11154) GN=tpiA PE=3 SV=1
606,3706,tr|B3JGK2|B3JGK2_9BACE,4.08,80,15,1,Carbamidomethylation; Oxidation (M),0,0,0,7.7E5,0,4.5E5,0:0:0:1.00:0:0.58,0,4.07E5,0:1.00,25202,Uncharacterized protein OS=Bacteroides coprocola DSM 17136 GN=BACCOP_01004 PE=4 SV=1
4376,7054,tr|B5CYU1|B5CYU1_BACPM,4.08,17,6,1,,7.49E5,7.86E5,8.2E5,5.15E4,0,0,0.95:1.00:1.04:0.07:0:0,7.85E5,1.72E4,1.00:0.02,57262,Acetyl-CoA carboxylase  biotin carboxylase subunit OS=Bacteroides plebeius (strain DSM 17135 / JCM 12973 / M2) GN=accC PE=4 SV=1
4937,14819,tr|R5TW59|R5TW59_9FIRM,4.05,31,5,1,,3.49E5,3.28E5,2.38E5,0,4.89E4,0,1.07:1.00:0.73:0:0.15:0,3.05E5,1.63E4,1.00:0.05,17789,30S ribosomal protein S5 OS=Ruminococcus gnavus CAG:126 GN=rpsE PE=3 SV=1
2731,13086,tr|R5UJD2|R5UJD2_9BACE,4.05,33,5,2,Carbamidomethylation; Oxidation (M),5.58E5,2.16E6,2.63E6,5.18E6,4.73E6,3.6E6,0.26:1.00:1.22:2.40:2.19:1.67,1.78E6,4.5E6,1.00:2.53,28946,MotA/TolQ/ExbB proton channel OS=Bacteroides sp. CAG:702 GN=BN759_01144 PE=3 SV=1
6234,27039,tr|R6DJ77|R6DJ77_9BACE,4.03,22,1,1,,0,0,0,9.37E5,0,0,0:0:0:1.00:0:0,0,3.12E5,0:1.00,7064,Uncharacterized protein OS=Bacteroides sp. CAG:530 GN=BN697_01038 PE=4 SV=1
3865,11235,tr|F0R189|F0R189_BACSH,4.01,28,7,2,Carbamidomethylation,0,5.84E5,1.29E6,2.06E6,1.18E6,1.36E6,0:1.00:2.22:3.53:2.02:2.33,6.26E5,1.54E6,1.00:2.45,30619,Protein TonB OS=Bacteroides salanitronis (strain DSM 18170 / JCM 13567 / BL78) GN=Bacsa_1758 PE=3 SV=1
4661,26058,tr|R5PU09|R5PU09_9FIRM,4.00,13,2,1,,6.3E6,5.41E6,4.98E6,0,5.32E6,1.98E6,1.16:1.00:0.92:0:0.98:0.37,5.56E6,2.43E6,1.00:0.44,15842,30S ribosomal protein S12 OS=Ruminococcus sp. CAG:724 GN=rpsL PE=3 SV=1
6467,29658,tr|C6IKD3|C6IKD3_9BACE,4.00,20,2,2,,0,0,0,3.9E5,8.28E5,0,0:0:0:1.00:2.13:0,0,4.06E5,0:1.00,11634,50S ribosomal protein L21 OS=Bacteroides sp. 1_1_6 GN=rplU PE=3 SV=1
4589,8117,tr|R5TZJ3|R5TZJ3_9BACE,3.96,8,6,6,,1.36E6,3.76E5,6.3E5,1.49E6,1.22E6,3.54E6,3.62:1.00:1.68:3.95:3.26:9.41,7.89E5,2.08E6,1.00:2.64,119441,Uncharacterized protein OS=Bacteroides sp. CAG:702 GN=BN759_00036 PE=4 SV=1
6351,18944,tr|R6NRT4|R6NRT4_9BACE,3.95,9,3,2,,0,0,0,4.8E5,5.86E5,0,0:0:0:1.00:1.22:0,0,3.55E5,0:1.00,47336,Cell division protein FtsZ OS=Bacteroides sp. CAG:443 GN=ftsZ PE=3 SV=1
4647,8891,tr|F0QZN7|F0QZN7_BACSH,3.95,24,7,2,Oxidation (M),3.27E6,9.57E5,9.74E5,4.56E5,1.64E5,3.38E5,3.42:1.00:1.02:0.48:0.17:0.35,1.74E6,3.19E5,1.00:0.18,37805,Protein RecA OS=Bacteroides salanitronis (strain DSM 18170 / JCM 13567 / BL78) GN=recA PE=3 SV=1
4246,18084,tr|C3WFX5|C3WFX5_FUSMR,3.94,48,5,3,Oxidation (M),3.02E6,4.34E6,2.38E6,5.8E6,4.23E6,9.51E6,0.70:1.00:0.55:1.34:0.98:2.19,3.24E6,6.6E6,1.00:2.04,12299,50S ribosomal protein L24 OS=Fusobacterium mortiferum ATCC 9817 GN=rplX PE=3 SV=1
182,1398,tr|R6VMD2|R6VMD2_9BACT,3.94,67,21,2,Carbamidomethylation; Oxidation (M),1.15E6,3.65E6,3.86E6,2.47E6,6.9E6,6.98E6,0.31:1.00:1.06:0.68:1.89:1.91,2.89E6,5.45E6,1.00:1.89,36135,Glyceraldehyde-3-phosphate dehydrogenase OS=Prevotella sp. CAG:474 GN=BN673_02096 PE=3 SV=1
6404,25846,tr|A0A174RCL2|A0A174RCL2_9PORP,3.92,24,2,2,,0,0,0,6.83E5,0,0,0:0:0:1.00:0:0,0,2.28E5,0:1.00,17690,Biopolymer transport protein ExbD/TolR OS=Parabacteroides distasonis GN=ERS852380_00961 PE=3 SV=1
114,80,tr|R7CYF9|R7CYF9_9BACE,3.92,49,31,2,Carbamidomethylation; Oxidation (M),0,0,4.27E5,1.28E6,0,1.5E6,0:0:1.00:2.99:0:3.52,1.42E5,9.27E5,1.00:6.51,73297,Succinate dehydrogenase or fumarate reductase flavoprotein subunit OS=Bacteroides sp. CAG:462 GN=BN666_02658 PE=4 SV=1
5236,21662,tr|A0A095ZE14|A0A095ZE14_9BACT,3.91,2,2,1,,2.3E7,1.89E7,0,0,0,0,1.21:1.00:0:0:0:0,1.4E7,0,1.00:0,109548,Collagen-binding protein OS=Prevotella buccalis DNF00853 GN=HMPREF2137_12810 PE=3 SV=1
746,7686,tr|H1Q3Y5|H1Q3Y5_9BACT,3.91,31,9,1,Carbamidomethylation,3.06E7,4.93E7,7.64E7,8.41E7,3.99E7,1.28E8,0.62:1.00:1.55:1.71:0.81:2.60,5.21E7,8.41E7,1.00:1.61,37097,Glyceraldehyde-3-phosphate dehydrogenase OS=Prevotella micans F0438 GN=HMPREF9140_01623 PE=3 SV=1
2149,1867,tr|B6WVP8|B6WVP8_9DELT,3.90,18,15,4,Carbamidomethylation,1.1E6,1.33E6,3.66E5,2.64E5,0,6.25E5,0.82:1.00:0.27:0.20:0:0.47,9.31E5,2.96E5,1.00:0.32,128109,Pyruvate synthase OS=Desulfovibrio piger ATCC 29098 GN=nifJ PE=4 SV=1
6279,24301,tr|A0A174Q968|A0A174Q968_9BACE,3.90,3,1,1,,1.9E6,3.36E6,1.17E6,0,1.21E6,1.07E6,0.57:1.00:0.35:0:0.36:0.32,2.14E6,7.59E5,1.00:0.35,55158,Putative methylmalonyl-CoA decarboxylase  alpha-subunit OS=Bacteroides xylanisolvens GN=mmdA PE=4 SV=1
3653,5958,tr|R5TXV7|R5TXV7_9BACE,3.86,35,10,8,Carbamidomethylation,4.87E5,5.28E5,2.68E6,1.29E6,3.96E6,3.62E6,0.92:1.00:5.09:2.45:7.51:6.85,1.32E6,2.96E6,1.00:2.24,39168,Alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen OS=Bacteroides sp. CAG:702 GN=BN759_02705 PE=4 SV=1
5461,17259,tr|R6YP34|R6YP34_9BACE,3.83,31,4,4,,2.33E5,4.22E5,1.06E6,2.61E6,1.58E6,3.74E5,0.55:1.00:2.51:6.19:3.75:0.89,5.71E5,1.52E6,1.00:2.66,24768,Na(+)-translocating NADH-quinone reductase subunit C OS=Bacteroides sp. CAG:714 GN=nqrC PE=3 SV=1
5900,21974,tr|R5KTL4|R5KTL4_9BACT,3.81,15,2,2,,1.49E5,3.04E5,5.35E5,1.07E6,8.24E5,1E6,0.49:1.00:1.76:3.52:2.71:3.30,3.29E5,9.65E5,1.00:2.93,22140,Outer membrane protein OmpH-like protein OS=Prevotella sp. CAG:1124 GN=BN467_01077 PE=4 SV=1
4656,19719,tr|T2GDM7|T2GDM7_DESGI,3.80,7,2,1,,0,6.29E5,1.54E6,7.6E5,4.38E6,4.91E6,0:1.00:2.45:1.21:6.96:7.81,7.22E5,3.35E6,1.00:4.64,36868,Glyceraldehyde-3-phosphate dehydrogenase OS=Desulfovibrio gigas DSM 1382 = ATCC 19364 GN=gap1 PE=3 SV=1
2630,2920,tr|R5UEJ2|R5UEJ2_9BACE,3.78,26,14,9,Carbamidomethylation,8.94E5,1.27E6,3.8E6,3.28E6,4.87E6,4.43E6,0.70:1.00:2.98:2.57:3.82:3.48,1.99E6,4.2E6,1.00:2.11,74014,Uncharacterized protein OS=Bacteroides sp. CAG:702 GN=BN759_00114 PE=4 SV=1
290,111,tr|S0F4S9|S0F4S9_9BACE,3.75,42,22,1,Carbamidomethylation; Oxidation (M),3.8E4,6.28E4,0,3.1E5,2.03E5,2.08E5,0.61:1.00:0:4.94:3.24:3.32,3.36E4,2.41E5,1.00:7.16,77844,Elongation factor G OS=Bacteroides coprophilus DSM 18228 = JCM 13818 GN=fusA PE=3 SV=1
5806,9459,tr|R6YUK4|R6YUK4_9BACE,3.74,10,6,3,,8.76E4,1.85E5,8.5E4,6.05E5,1.82E5,3.5E5,0.47:1.00:0.46:3.27:0.99:1.89,1.23E5,3.79E5,1.00:3.08,86197,Glycosyl hydrolase family 3 N-terminal domain protein OS=Bacteroides sp. CAG:714 GN=BN762_00251 PE=4 SV=1
5871,21104,tr|R6CEN5|R6CEN5_9BACE,3.74,18,3,2,,1.94E5,9.79E5,2.48E5,3.71E6,1.38E5,6.92E5,0.20:1.00:0.25:3.78:0.14:0.71,4.74E5,1.51E6,1.00:3.19,22230,Uncharacterized protein OS=Bacteroides coprocola CAG:162 GN=BN509_00102 PE=3 SV=1
2337,12714,tr|C7H363|C7H363_9FIRM,3.71,21,8,8,Oxidation (M),4.98E6,6.19E6,1.13E7,1.33E7,1.27E7,1.16E7,0.80:1.00:1.82:2.15:2.05:1.87,7.48E6,1.25E7,1.00:1.68,41938,Glucose-1-phosphate adenylyltransferase  GlgD subunit OS=Faecalibacterium prausnitzii A2-165 GN=glgD PE=4 SV=1
280,1300,tr|C3WGH0|C3WGH0_FUSMR,3.71,52,18,4,Carbamidomethylation; Oxidation (M),1.31E6,3.29E6,1.08E7,6.42E6,1.42E7,7.77E6,0.40:1.00:3.29:1.95:4.31:2.36,5.62E6,9.45E6,1.00:1.68,43078,Elongation factor Tu OS=Fusobacterium mortiferum ATCC 9817 GN=tuf PE=3 SV=2
6292,25923,tr|R6CYB8|R6CYB8_9BACE,3.70,11,2,2,,5.64E5,0,4.08E5,2.4E6,1.69E6,8.96E5,1.00:0:0.72:4.27:3.01:1.59,3.89E5,1.67E6,1.00:4.28,23708,Nitroreductase family protein OS=Bacteroides coprocola CAG:162 GN=BN509_01457 PE=4 SV=1
1381,5090,tr|A0A1B7XAY4|A0A1B7XAY4_9DELT,3.70,40,13,3,Carbamidomethylation; Oxidation (M),3.25E5,5.16E5,7.98E5,1.44E6,1.42E6,1.49E6,0.63:1.00:1.54:2.80:2.75:2.89,5.47E5,1.45E6,1.00:2.66,43274,Elongation factor Tu OS=Desulfovibrio sp. JC271 GN=tuf PE=3 SV=1
4053,4166,tr|R6ZQP7|R6ZQP7_9BACE,3.67,14,10,7,,4.84E6,2.94E6,1.3E6,1.16E6,1.13E6,1.49E6,1.65:1.00:0.44:0.39:0.39:0.51,3.24E6,1.27E6,1.00:0.39,113728,SusC/RagA family TonB-linked outer membrane protein OS=Bacteroides sp. CAG:714 GN=BN762_00543 PE=3 SV=1
6121,20863,tr|C3WFW5|C3WFW5_FUSMR,3.61,20,3,3,,0,1.11E6,1.33E6,2.05E6,2.15E6,1.93E6,0:1.00:1.19:1.84:1.93:1.73,8.15E5,2.04E6,1.00:2.51,22740,50S ribosomal protein L4 OS=Fusobacterium mortiferum ATCC 9817 GN=rplD PE=3 SV=1
3271,11624,tr|R6ICF4|R6ICF4_9FIRM,3.60,14,7,2,,0,1.59E5,8.89E4,0,8.28E5,6.33E5,0:1.00:0.56:0:5.21:3.98,8.26E4,4.87E5,1.00:5.90,65971,Chaperone protein DnaK OS=Phascolarctobacterium sp. CAG:266 GN=dnaK PE=2 SV=1
743,702,tr|A0A174ZTR6|A0A174ZTR6_9FIRM,3.60,24,20,1,Carbamidomethylation,1.31E6,1.75E6,1.85E6,3.16E5,4.28E5,2.76E5,0.75:1.00:1.06:0.18:0.25:0.16,1.64E6,3.4E5,1.00:0.21,129011,Pyruvate-flavodoxin oxidoreductase OS=[Ruminococcus] torques GN=porA PE=3 SV=1
4885,9184,tr|R5U4P1|R5U4P1_9BACE,3.58,24,7,2,Carbamidomethylation,0,0,4.3E5,9.28E5,4.39E5,1.1E6,0:0:1.00:2.16:1.02:2.56,1.43E5,8.23E5,1.00:5.74,58235,Alpha-L-arabinofuranosidase domain protein OS=Bacteroides sp. CAG:702 GN=BN759_02754 PE=4 SV=1
5411,26247,tr|D4JZ50|D4JZ50_9FIRM,3.58,11,2,1,,0,0,2.27E7,0,0,0,0:0:1.00:0:0:0,7.56E6,0,1.00:0,15588,30S ribosomal protein S12 OS=Faecalibacterium prausnitzii L2-6 GN=rpsL PE=3 SV=1
4819,20118,tr|R5CJ08|R5CJ08_9BACT,3.58,36,3,2,Carbamidomethylation,5.78E5,1.13E6,2.13E6,1.83E6,4.09E6,3.15E6,0.51:1.00:1.89:1.63:3.63:2.80,1.28E6,3.02E6,1.00:2.37,11803,50S ribosomal protein L21 OS=Prevotella sp. CAG:1058 GN=rplU PE=3 SV=1
2897,4165,tr|R5U1S0|R5U1S0_9BACE,3.58,28,11,11,Carbamidomethylation,1.35E6,2.86E6,3.58E6,3.82E6,5.11E6,6.54E6,0.47:1.00:1.25:1.33:1.78:2.28,2.75E6,5.16E6,1.00:1.87,65649,Uncharacterized protein OS=Bacteroides sp. CAG:702 GN=BN759_00112 PE=4 SV=1
5169,7855,tr|R6YFB8|R6YFB8_9BACE,3.55,8,6,6,,1.81E5,2.77E5,8.41E5,4.88E5,2.05E6,9.8E5,0.65:1.00:3.04:1.76:7.41:3.54,4.33E5,1.17E6,1.00:2.71,114410,Uncharacterized protein OS=Bacteroides sp. CAG:714 GN=BN762_00308 PE=4 SV=1
5099,15047,tr|R5BYU9|R5BYU9_9BACE,3.55,7,6,1,,0,1.1E6,1.95E7,0,5.93E5,8.08E5,0:1.00:17.66:0:0.54:0.73,6.86E6,4.67E5,1.00:0.07,99606,Uncharacterized protein OS=Bacteroides sp. CAG:598 GN=BN727_01641 PE=4 SV=1
5221,8850,tr|R6YUJ5|R6YUJ5_9BACE,3.54,16,8,8,,1.65E6,2.14E6,2.33E6,5.22E6,3.62E6,3.52E6,0.77:1.00:1.09:2.44:1.69:1.65,2.09E6,4.18E6,1.00:2.00,65078,SusD family protein OS=Bacteroides sp. CAG:714 GN=BN762_00241 PE=4 SV=1
4631,9390,tr|H3K862|H3K862_9FIRM,3.52,27,6,6,,4.88E6,3.43E6,7.88E6,2.85E5,4.69E6,2.69E6,1.43:1.00:2.30:0.08:1.37:0.78,5.09E6,2.55E6,1.00:0.50,33637,Malate dehydrogenase  NAD-dependent OS=Megamonas funiformis YIT 11815 GN=HMPREF9454_01435 PE=3 SV=1
3239,5469,tr|R5TYZ2|R5TYZ2_9BACE,3.52,19,9,2,,1.59E5,4.59E5,0,1.11E6,1.49E6,5.59E5,0.35:1.00:0:2.43:3.24:1.22,2.47E5,1.05E6,1.00:4.26,67740,GTP-binding protein TypA OS=Bacteroides sp. CAG:702 GN=BN759_00413 PE=4 SV=1
4234,11541,tr|R6IFU4|R6IFU4_9PORP,3.49,11,5,1,Carbamidomethylation,3.14E6,0,0,0,7.24E6,1.67E7,1.00:0:0:0:2.31:5.33,1.05E6,8E6,1.00:7.64,56417,GMP synthase [glutamine-hydrolyzing] OS=Parabacteroides sp. CAG:2 GN=guaA PE=3 SV=1
2968,3494,tr|R6YHW4|R6YHW4_9BACE,3.49,17,15,7,,1.03E6,2.1E6,8.87E5,2.78E6,3.53E6,2.67E6,0.49:1.00:0.42:1.33:1.68:1.27,1.34E6,2.93E6,1.00:2.19,111951,SusC/RagA family TonB-linked outer membrane protein OS=Bacteroides sp. CAG:714 GN=BN762_01164 PE=3 SV=1
5803,6101,tr|R6FIV7|R6FIV7_9BACE,3.49,14,9,9,,4.19E6,7.21E5,1.22E4,1.94E6,0,0,5.80:1.00:0.02:2.69:0:0,1.64E6,6.46E5,1.00:0.39,107891,Uncharacterized protein OS=Bacteroides sp. CAG:633 GN=BN744_00066 PE=4 SV=1
3596,12129,tr|V8BPK3|V8BPK3_9BACT,3.48,20,6,1,Carbamidomethylation,0,0,1.56E6,3.51E6,5.55E6,5.36E6,0:0:1.00:2.25:3.55:3.43,5.22E5,4.81E6,1.00:9.22,35755,Uncharacterized protein OS=Prevotella oralis CC98A GN=HMPREF1199_02069 PE=3 SV=1
3872,23637,tr|S0GM97|S0GM97_9PORP,3.48,8,2,1,,2.36E6,2.89E6,4.21E5,2.77E7,1.58E6,7.89E6,0.82:1.00:0.15:9.60:0.55:2.73,1.89E6,1.24E7,1.00:6.56,23335,Uncharacterized protein OS=Parabacteroides goldsteinii dnLKV18 GN=C803_04442 PE=4 SV=1
438,1402,tr|R6HRZ9|R6HRZ9_9FIRM,3.48,51,16,14,Carbamidomethylation; Oxidation (M),1.6E7,1.92E7,1.87E7,2.23E7,2.72E7,3.55E7,0.83:1.00:0.98:1.16:1.42:1.85,1.82E7,2.85E7,1.00:1.56,55072,Methylmalonyl-CoA carboxyltransferase 12S subunit OS=Phascolarctobacterium sp. CAG:266 GN=BN574_00319 PE=4 SV=1
3912,12702,tr|A0A0H3A6D5|A0A0H3A6D5_DESVV,3.48,13,5,1,Carbamidomethylation,0,0,0,6.1E6,4.03E6,6.14E6,0:0:0:1.00:0.66:1.01,0,5.42E6,0:1.00,41751,Iron-containing alcohol dehydrogenase OS=Desulfovibrio vulgaris subsp. vulgaris (strain DP4) GN=Dvul_0825 PE=4 SV=1
6412,20866,tr|R6YPW5|R6YPW5_9BACE,3.47,5,2,2,Carbamidomethylation,3.16E5,3.69E5,4.97E5,2.64E6,1.86E5,4.66E5,0.86:1.00:1.35:7.16:0.50:1.26,3.94E5,1.21E6,1.00:3.08,62945,Uncharacterized protein OS=Bacteroides sp. CAG:714 GN=BN762_01163 PE=4 SV=1
5366,13856,tr|H3K9X0|H3K9X0_9FIRM,3.47,8,4,3,Carbamidomethylation,8.44E5,1.08E5,6.47E5,1.44E6,9.77E5,1.6E6,7.83:1.00:6.00:13.31:9.06:14.83,5.33E5,1.34E6,1.00:2.51,55697,Glycogen synthase OS=Megamonas funiformis YIT 11815 GN=glgA PE=3 SV=1
6104,18008,tr|R5CH68|R5CH68_9BACT,3.46,10,3,3,,8.85E5,1.11E5,1.75E5,1.81E6,6.61E5,7.95E5,7.94:1.00:1.57:16.20:5.93:7.13,3.9E5,1.14E6,1.00:2.92,46832,Uncharacterized protein OS=Prevotella sp. CAG:1058 GN=BN458_00442 PE=4 SV=1
2548,6159,tr|E2NGI1|E2NGI1_9BACE,3.45,10,10,1,,1.01E6,0,0,1.63E7,0,3.38E5,1.00:0:0:16.15:0:0.34,3.36E5,5.54E6,1.00:16.49,117726,TonB-linked outer membrane protein  SusC/RagA family OS=Bacteroides cellulosilyticus DSM 14838 GN=BACCELL_03406 PE=4 SV=1
5668,20865,tr|A0A015PC83|A0A015PC83_BACFG,3.44,16,4,1,Carbamidomethylation,1.19E7,3.17E6,3.12E6,0,0,0,3.75:1.00:0.99:0:0:0,6.06E6,0,1.00:0,27945,Dihydrodipicolinate synthetase family protein (Fragment) OS=Bacteroides fragilis str. 3397 T10 GN=M080_7054 PE=3 SV=1
2521,11148,tr|C6J7W9|C6J7W9_9FIRM,3.43,13,6,1,,7.87E6,1.04E7,0,0,0,0,0.76:1.00:0:0:0:0,6.08E6,0,1.00:0,48637,Glutamate dehydrogenase OS=Ruminococcus sp. 5_1_39BFAA GN=RSAG_00378 PE=3 SV=1
3412,19650,tr|A0A174AUA4|A0A174AUA4_9FIRM,3.42,47,3,1,Oxidation (M),6.43E6,0,6.41E6,0,0,0,1.00:0:1.00:0:0:0,4.28E6,0,1.00:0,9746,30S ribosomal protein S19 OS=Faecalibacterium prausnitzii GN=rpsS PE=3 SV=1
